id,root,path,selectors,initial_label,curated_label,label_source,label_confidence,signal_score,noise_score,signal_noise_ratio,path_role,kind,is_routing_anchor,under_test_or_fixture,duplicate_of,curation_reason
4381882e4321,vault,vault:Projects/pi-speak-extension/PR_13_ANDROID_GATEWAY_PARITY_COMPLETION.md,wikis,mixed_signal,mixed_signal,selector_score_prior,medium,45,5,9.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
d64f25439682,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/skill-ix-dash-report-accuracy-fast-path.md,wikis,mixed_signal,high_signal,map_reducer_adjustment,medium,43,0,43.0,vault_project_note,procedural,False,False,,Mapper: report-accuracy fast-path skill note is an operational post-refresh gate with validated provenance.
cb8017ea7908,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/knowledge-seeding.md,wikis,mixed_signal,mixed_signal,selector_score_prior,medium,42,1,42.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
88ee3449cdbf,vault,vault:Projects/IX-Dashboard-2026/Interconnection Dash Wiki 6-9/ix-active-holding-no-ixp2-date-2026-06-08.md,wikis,mixed_signal,mixed_signal,selector_score_prior,medium,38,4,9.5,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
0a44d22d1eb1,vault,vault:Projects/pi-speak-extension/REBASE_AND_CONFLICT_STATUS.md,wikis,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,33,0,33.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
a6da2d5e4911,vault,vault:Projects/pi-speak-extension/log.md,wikis,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,29,0,29.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
d967087384a0,vault,vault:pk-agent-templates/Template-pk-agent.md,known_noise,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,25,43,0.581,other_context,reference_table,False,False,,"Noise mapper: template contains a worked agent example, useful as contrast/sample context."
5982176a2877,vault,vault:Projects/pi-speak-extension/REPO_BACKLINK.md,wikis,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,24,0,24.0,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
2d11f3af7379,vault,vault:Projects/pi-speak-extension/index.md,wikis,low_signal_or_noise,low_signal_or_noise,selector_score_prior,medium,24,14,1.714,vault_project_note,procedural,False,False,,No map-worker override; keep deterministic selector prior.
7dcd0b104f12,vault,vault:Notes/README_v10.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,22,53,0.415,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
29fd56249d35,vault,vault:Notes/README.md,project_docs,low_signal_or_noise,mixed_signal,map_reducer_adjustment,medium,21,14,1.5,readme,readme,False,False,,Noise mapper: vault README has the strongest SNR in the negative shard and acts as an index.
f65909d1dc81,vault,vault:Notes/Context Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,17,58,0.293,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
58b6a1dc96da,vault,vault:Notes/Daily Backend Workbench Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,15,44,0.341,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
a7888fff8377,vault,vault:Notes/Function Spec Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,15,46,0.326,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
92eb6c14d4ca,vault,vault:Notes/Runbook Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,15,58,0.259,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
ed3647738cdc,vault,vault:Notes/Project Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,13,58,0.224,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
29c896e3314e,vault,vault:Notes/Doc Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,12,58,0.207,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
f3bcaf3a600b,vault,vault:Notes/Function Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,12,58,0.207,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
fe49e8e0714c,vault,vault:Notes/Incident Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,12,58,0.207,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
4b8647f5373c,vault,vault:Notes/Log Capture Template.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,11,59,0.186,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
2b518bd46eb9,vault,vault:Notes/README_v3.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,6,57,0.105,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
ee6cf154273b,vault,vault:Notes/README_v6.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,6,59,0.102,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
a2f504cf9de1,vault,vault:Notes/README_v8.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,4,57,0.07,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
eac589e942d5,vault,vault:Notes/README_v2.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,3,57,0.053,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
c95285c8efe8,vault,vault:Notes/README_v4.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,2,57,0.035,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
a272538cbc63,vault,vault:Notes/README_v5.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,2,57,0.035,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
3b35e3dfabe1,vault,vault:Notes/README_v7.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,2,57,0.035,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
bbd7b3652906,vault,vault:Notes/README_v9.md,known_noise,low_signal_or_noise,low_signal_or_noise,selector_score_prior,high,2,57,0.035,vault_note,index,False,False,,No map-worker override; keep deterministic selector prior.
